C:\Users\Ritesh\Desktop\IMG\center_2022_03_07_20_36_51_621.jpg, C:\Users\Ritesh\Desktop\IMG\left_2022_03_07_20_36_51_621.jpg, C:\Users\Ritesh\Desktop\IMG\right_2022_03_07_20_36_51_621.jpg, 0, 0, 0, 7.987103E-05
C:\Users\Ritesh\Desktop\IMG\center_2022_03_07_20_36_51_835.jpg, C:\Users\Ritesh\Desktop\IMG\left_2022_03_07_20_36_51_835.jpg, C:\Users\Ritesh\Desktop\IMG\right_2022_03_07_20_36_51_835.jpg, 0, 0, 0, 7.82405E-05
C:\Users\Ritesh\Desktop\IMG\center_2022_03_07_20_36_51_934.jpg, C:\Users\Ritesh\Desktop\IMG\left_2022_03_07_20_36_51_934.jpg, C:\Users\Ritesh\Desktop\IMG\right_2022_03_07_20_36_51_934.jpg, 0, 0, 0, 7.928644E-05
C:\Users\Ritesh\Desktop\IMG\center_2022_03_07_20_36_52_055.jpg, C:\Users\Ritesh\Desktop\IMG\left_2022_03_07_20_36_52_055.jpg, C:\Users\Ritesh\Desktop\IMG\right_2022_03_07_20_36_52_055.jpg, 0, 0, 0, 7.963837E-05
C:\Users\Ritesh\Desktop\IMG\center_2022_03_07_20_36_52_153.jpg, C:\Users\Ritesh\Desktop\IMG\left_2022_03_07_20_36_52_153.jpg, C:\Users\Ritesh\Desktop\IMG\right_2022_03_07_20_36_52_153.jpg, 0, 0, 0, 7.87141E-05
C:\Users\Ritesh\Desktop\IMG\center_2022_03_07_20_36_52_255.jpg, C:\Users\Ritesh\Desktop\IMG\left_2022_03_07_20_36_52_255.jpg, C:\Users\Ritesh\Desktop\IMG\right_2022_03_07_20_36_52_255.jpg, 0, 0, 0, 7.798152E-05
C:\Users\Ritesh\Desktop\IMG\center_2022_03_07_20_36_52_355.jpg, C:\Users\Ritesh\Desktop\IMG\left_2022_03_07_20_36_52_355.jpg, C:\Users\Ritesh\Desktop\IMG\right_2022_03_07_20_36_52_355.jpg, 0, 0, 0, 7.797567E-05
C:\Users\Ritesh\Desktop\IMG\center_2022_03_07_20_36_52_463.jpg, C:\Users\Ritesh\Desktop\IMG\left_2022_03_07_20_36_52_463.jpg, C:\Users\Ritesh\Desktop\IMG\right_2022_03_07_20_36_52_463.jpg, 0, 0, 0, 7.944649E-05
C:\Users\Ritesh\Desktop\IMG\center_2022_03_07_20_36_52_570.jpg, C:\Users\Ritesh\Desktop\IMG\left_2022_03_07_20_36_52_570.jpg, C:\Users\Ritesh\Desktop\IMG\right_2022_03_07_20_36_52_570.jpg, 0, 0, 0, 7.800134E-05
C:\Users\Ritesh\Desktop\IMG\center_2022_03_07_20_36_52_670.jpg, C:\Users\Ritesh\Desktop\IMG\left_2022_03_07_20_36_52_670.jpg, C:\Users\Ritesh\Desktop\IMG\right_2022_03_07_20_36_52_670.jpg, 0, 0, 0, 7.79957E-05
C:\Users\Ritesh\Desktop\IMG\center_2022_03_07_20_36_52_771.jpg, C:\Users\Ritesh\Desktop\IMG\left_2022_03_07_20_36_52_771.jpg, C:\Users\Ritesh\Desktop\IMG\right_2022_03_07_20_36_52_771.jpg, 0, 0, 0, 7.862256E-05
C:\Users\Ritesh\Desktop\IMG\center_2022_03_07_20_36_52_873.jpg, C:\Users\Ritesh\Desktop\IMG\left_2022_03_07_20_36_52_873.jpg, C:\Users\Ritesh\Desktop\IMG\right_2022_03_07_20_36_52_873.jpg, 0, 0, 0, 7.805958E-05
C:\Users\Ritesh\Desktop\IMG\center_2022_03_07_20_36_52_982.jpg, C:\Users\Ritesh\Desktop\IMG\left_2022_03_07_20_36_52_982.jpg, C:\Users\Ritesh\Desktop\IMG\right_2022_03_07_20_36_52_982.jpg, 0, 0, 0, 7.795221E-05
C:\Users\Ritesh\Desktop\IMG\center_2022_03_07_20_36_53_087.jpg, C:\Users\Ritesh\Desktop\IMG\left_2022_03_07_20_36_53_087.jpg, C:\Users\Ritesh\Desktop\IMG\right_2022_03_07_20_36_53_087.jpg, 0, 0, 0, 7.994814E-05
C:\Users\Ritesh\Desktop\IMG\center_2022_03_07_20_36_53_193.jpg, C:\Users\Ritesh\Desktop\IMG\left_2022_03_07_20_36_53_193.jpg, C:\Users\Ritesh\Desktop\IMG\right_2022_03_07_20_36_53_193.jpg, 0, 0, 0, 7.775805E-05
C:\Users\Ritesh\Desktop\IMG\center_2022_03_07_20_36_53_294.jpg, C:\Users\Ritesh\Desktop\IMG\left_2022_03_07_20_36_53_294.jpg, C:\Users\Ritesh\Desktop\IMG\right_2022_03_07_20_36_53_294.jpg, 0, 0, 0, 7.794845E-05
C:\Users\Ritesh\Desktop\IMG\center_2022_03_07_20_36_53_398.jpg, C:\Users\Ritesh\Desktop\IMG\left_2022_03_07_20_36_53_398.jpg, C:\Users\Ritesh\Desktop\IMG\right_2022_03_07_20_36_53_398.jpg, 0, 0, 0, 7.867884E-05
C:\Users\Ritesh\Desktop\IMG\center_2022_03_07_20_36_53_506.jpg, C:\Users\Ritesh\Desktop\IMG\left_2022_03_07_20_36_53_506.jpg, C:\Users\Ritesh\Desktop\IMG\right_2022_03_07_20_36_53_506.jpg, 0, 0, 0, 7.852966E-05
C:\Users\Ritesh\Desktop\IMG\center_2022_03_07_20_36_53_607.jpg, C:\Users\Ritesh\Desktop\IMG\left_2022_03_07_20_36_53_607.jpg, C:\Users\Ritesh\Desktop\IMG\right_2022_03_07_20_36_53_607.jpg, 0, 0, 0, 7.986171E-05
C:\Users\Ritesh\Desktop\IMG\center_2022_03_07_20_36_53_726.jpg, C:\Users\Ritesh\Desktop\IMG\left_2022_03_07_20_36_53_726.jpg, C:\Users\Ritesh\Desktop\IMG\right_2022_03_07_20_36_53_726.jpg, 0, 0, 0, 7.762848E-05
C:\Users\Ritesh\Desktop\IMG\center_2022_03_07_20_36_53_829.jpg, C:\Users\Ritesh\Desktop\IMG\left_2022_03_07_20_36_53_829.jpg, C:\Users\Ritesh\Desktop\IMG\right_2022_03_07_20_36_53_829.jpg, 0, 0, 0, 7.839358E-05
C:\Users\Ritesh\Desktop\IMG\center_2022_03_07_20_36_53_930.jpg, C:\Users\Ritesh\Desktop\IMG\left_2022_03_07_20_36_53_930.jpg, C:\Users\Ritesh\Desktop\IMG\right_2022_03_07_20_36_53_930.jpg, 0, 0, 0, 7.827641E-05
C:\Users\Ritesh\Desktop\IMG\center_2022_03_07_20_36_54_031.jpg, C:\Users\Ritesh\Desktop\IMG\left_2022_03_07_20_36_54_031.jpg, C:\Users\Ritesh\Desktop\IMG\right_2022_03_07_20_36_54_031.jpg, 0, 0, 0, 7.806314E-05
C:\Users\Ritesh\Desktop\IMG\center_2022_03_07_20_36_54_137.jpg, C:\Users\Ritesh\Desktop\IMG\left_2022_03_07_20_36_54_137.jpg, C:\Users\Ritesh\Desktop\IMG\right_2022_03_07_20_36_54_137.jpg, 0, 0, 0, 7.82174E-05
C:\Users\Ritesh\Desktop\IMG\center_2022_03_07_20_36_54_240.jpg, C:\Users\Ritesh\Desktop\IMG\left_2022_03_07_20_36_54_240.jpg, C:\Users\Ritesh\Desktop\IMG\right_2022_03_07_20_36_54_240.jpg, 0, 0, 0, 7.79844E-05
C:\Users\Ritesh\Desktop\IMG\center_2022_03_07_20_36_54_341.jpg, C:\Users\Ritesh\Desktop\IMG\left_2022_03_07_20_36_54_341.jpg, C:\Users\Ritesh\Desktop\IMG\right_2022_03_07_20_36_54_341.jpg, 0, 0, 0, 7.898117E-05
C:\Users\Ritesh\Desktop\IMG\center_2022_03_07_20_36_54_444.jpg, C:\Users\Ritesh\Desktop\IMG\left_2022_03_07_20_36_54_444.jpg, C:\Users\Ritesh\Desktop\IMG\right_2022_03_07_20_36_54_444.jpg, 0, 0, 0, 7.826174E-05
C:\Users\Ritesh\Desktop\IMG\center_2022_03_07_20_36_54_545.jpg, C:\Users\Ritesh\Desktop\IMG\left_2022_03_07_20_36_54_545.jpg, C:\Users\Ritesh\Desktop\IMG\right_2022_03_07_20_36_54_545.jpg, 0, 0, 0, 7.968652E-05
C:\Users\Ritesh\Desktop\IMG\center_2022_03_07_20_36_54_683.jpg, C:\Users\Ritesh\Desktop\IMG\left_2022_03_07_20_36_54_683.jpg, C:\Users\Ritesh\Desktop\IMG\right_2022_03_07_20_36_54_683.jpg, 0, 0.3994134, 0, 0.557375
C:\Users\Ritesh\Desktop\IMG\center_2022_03_07_20_36_54_783.jpg, C:\Users\Ritesh\Desktop\IMG\left_2022_03_07_20_36_54_783.jpg, C:\Users\Ritesh\Desktop\IMG\right_2022_03_07_20_36_54_783.jpg, 0, 0.7133055, 0, 1.386568
C:\Users\Ritesh\Desktop\IMG\center_2022_03_07_20_36_54_890.jpg, C:\Users\Ritesh\Desktop\IMG\left_2022_03_07_20_36_54_890.jpg, C:\Users\Ritesh\Desktop\IMG\right_2022_03_07_20_36_54_890.jpg, 0, 1, 0, 2.494674
C:\Users\Ritesh\Desktop\IMG\center_2022_03_07_20_36_54_990.jpg, C:\Users\Ritesh\Desktop\IMG\left_2022_03_07_20_36_54_990.jpg, C:\Users\Ritesh\Desktop\IMG\right_2022_03_07_20_36_54_990.jpg, 0, 1, 0, 3.674176
C:\Users\Ritesh\Desktop\IMG\center_2022_03_07_20_36_55_091.jpg, C:\Users\Ritesh\Desktop\IMG\left_2022_03_07_20_36_55_091.jpg, C:\Users\Ritesh\Desktop\IMG\right_2022_03_07_20_36_55_091.jpg, 0, 1, 0, 4.844807
C:\Users\Ritesh\Desktop\IMG\center_2022_03_07_20_36_55_194.jpg, C:\Users\Ritesh\Desktop\IMG\left_2022_03_07_20_36_55_194.jpg, C:\Users\Ritesh\Desktop\IMG\right_2022_03_07_20_36_55_194.jpg, 0, 1, 0, 6.00234
C:\Users\Ritesh\Desktop\IMG\center_2022_03_07_20_36_55_304.jpg, C:\Users\Ritesh\Desktop\IMG\left_2022_03_07_20_36_55_304.jpg, C:\Users\Ritesh\Desktop\IMG\right_2022_03_07_20_36_55_304.jpg, 0, 1, 0, 7.376616
C:\Users\Ritesh\Desktop\IMG\center_2022_03_07_20_36_55_410.jpg, C:\Users\Ritesh\Desktop\IMG\left_2022_03_07_20_36_55_410.jpg, C:\Users\Ritesh\Desktop\IMG\right_2022_03_07_20_36_55_410.jpg, 0, 1, 0, 8.509625
C:\Users\Ritesh\Desktop\IMG\center_2022_03_07_20_36_55_513.jpg, C:\Users\Ritesh\Desktop\IMG\left_2022_03_07_20_36_55_513.jpg, C:\Users\Ritesh\Desktop\IMG\right_2022_03_07_20_36_55_513.jpg, 0, 1, 0, 9.631598
C:\Users\Ritesh\Desktop\IMG\center_2022_03_07_20_36_55_615.jpg, C:\Users\Ritesh\Desktop\IMG\left_2022_03_07_20_36_55_615.jpg, C:\Users\Ritesh\Desktop\IMG\right_2022_03_07_20_36_55_615.jpg, 0, 1, 0, 10.74255
C:\Users\Ritesh\Desktop\IMG\center_2022_03_07_20_36_55_723.jpg, C:\Users\Ritesh\Desktop\IMG\left_2022_03_07_20_36_55_723.jpg, C:\Users\Ritesh\Desktop\IMG\right_2022_03_07_20_36_55_723.jpg, 0, 1, 0, 12.19231
C:\Users\Ritesh\Desktop\IMG\center_2022_03_07_20_36_55_829.jpg, C:\Users\Ritesh\Desktop\IMG\left_2022_03_07_20_36_55_829.jpg, C:\Users\Ritesh\Desktop\IMG\right_2022_03_07_20_36_55_829.jpg, 0, 1, 0, 13.17574
C:\Users\Ritesh\Desktop\IMG\center_2022_03_07_20_36_55_937.jpg, C:\Users\Ritesh\Desktop\IMG\left_2022_03_07_20_36_55_937.jpg, C:\Users\Ritesh\Desktop\IMG\right_2022_03_07_20_36_55_937.jpg, 0, 0.7309057, 0, 13.86108
